PSS_SCHOOL_ID,PSS_INST,LoGrade,HiGrade,PSS_ADDRESS,PSS_CITY,PSS_COUNTY_NO,PSS_COUNTY_FIPS,PSS_STABB,PSS_FIPS,PSS_ZIP5,PSS_PHONE,PSS_SCH_DAYS,PSS_STU_DAY_HRS,PSS_LIBRARY,PSS_ENROLL_UG,PSS_ENROLL_PK,PSS_ENROLL_K,PSS_ENROLL_1,PSS_ENROLL_2,PSS_ENROLL_3,PSS_ENROLL_4,PSS_ENROLL_5,PSS_ENROLL_6,PSS_ENROLL_7,PSS_ENROLL_8,PSS_ENROLL_9,PSS_ENROLL_10,PSS_ENROLL_11,PSS_ENROLL_12,PSS_ENROLL_T,PSS_ENROLL_TK12,PSS_RACE_AI,PSS_RACE_AS,PSS_RACE_H,PSS_RACE_B,PSS_RACE_W,PSS_RACE_P,PSS_RACE_2,PSS_FTE_TEACH,PSS_LOCALE,PSS_COED,PSS_TYPE,PSS_LEVEL,PSS_RELIG,PSS_COMM_TYPE,PSS_INDIAN_PCT,PSS_ASIAN_PCT,PSS_HISP_PCT,PSS_BLACK_PCT,PSS_WHITE_PCT,PSS_PACISL_PCT,PSS_TWOMORE_PCT,PSS_STDTCH_RT,PSS_ORIENT,PSS_COUNTY_NAME,PSS_ASSOC_1,PSS_ASSOC_2,PSS_ASSOC_3,PSS_ASSOC_4,PSS_ASSOC_5,PSS_ASSOC_6,PSS_ASSOC_7,PSS_ASSOC_8
A1701920,GREEN VALLEY MONTESSORI SCHOOL,2,3,1896 URBANA PIKE STE 23,CLARKSBURG,24021,021,MD,24,20871,3018741896,189,6.25,Yes,,60,8,,,,,,,,,,,,,68,8,0,1,0,0,6,0,1,3.4,41,1,2,1,3,4,0,12.5,0,0,75,0,12.5,2.35,30,FREDERICK,School does not belong to ANY associations or organizations,,,,,,,
00579131,GREENSPRING MONTESSORI SCHOOL,2,14,10807 TONY DR,LUTHERVILLE,24005,005,MD,24,21093,4103218555,173,7.25,Yes,,158,21,6,14,13,6,10,8,6,2,2,,,,246,88,0,5,1,7,66,0,9,14.8,21,1,2,3,3,2,0,5.68,1.13,7.95,75,0,10.22,5.94,30,BALTIMORE,American Montessori Society (AMS),Other school association(s),,,,,,
K9302670,"GREENWOOD SCHOOL, INC.",2,3,6525 BELCREST RD G90,HYATTSVILLE,24033,033,MD,24,20782,3014584860,192,6.5,Yes,,114,18,,,,,,,,,,,,,132,18,0,2,1,8,6,0,1,3.5,21,1,7,1,3,2,0,11.11,5.55,44.44,33.33,0,5.55,5.14,30,PRINCE GEORGE'S,National Association for the Education of Young Children (NAEYC),Other special emphasis association(s),,,,,,
A9701804,"H.O.P.E. ACADEMY, INC.",3,10,1808 EDISON HWY,BALTIMORE,24510,510,MD,24,21213,4103279020,175,6,Yes,,,30,34,18,21,5,5,,,,,,,,113,113,0,0,0,110,0,0,3,8.5,11,1,1,1,2,1,0,0,0,97.34,0,0,2.65,13.29,5,BALTIMORE,School does not belong to ANY associations or organizations,,,,,,,
K9500282,HAGERSTOWN CHILDRENS SCHOOL,2,3,22 N MULBERRY ST,HAGERSTOWN,24043,043,MD,24,21740,3017396886,180,8,Yes,,20,8,,,,,,,,,,,,,28,8,0,0,0,1,7,0,0,1,13,1,2,1,3,1,0,0,0,12.5,87.5,0,0,8,30,WASHINGTON,Other Montessori association(s),,,,,,,
A1301561,HAMPDEN CHRISTIAN SCHOOL,3,13,1234 W 36TH ST,BALTIMORE,24510,510,MD,24,21211,4103382889,170,6.5,Yes,,,8,3,2,,4,,3,1,1,,,,,22,22,0,0,0,0,22,0,0,3.6,11,1,1,1,2,1,0,0,0,0,100,0,0,6.11,24,BALTIMORE,Association of Christian Schools International (ACSI),,,,,,,
00580318,HARBOR SCHOOL,2,7,7701 BRADLEY BLVD UNIT A,BETHESDA,24031,031,MD,24,20817,3013651100,172,6.25,Yes,,27,19,12,13,,,,,,,,,,,71,44,0,4,1,4,29,0,6,7.9,21,1,1,1,3,2,0,9.09,2.27,9.09,65.9,0,13.63,5.56,30,MONTGOMERY,National Association for the Education of Young Children (NAEYC),National Association of Independent Schools (NAIS),State or regional independent school association,,,,,
A0501829,HARBOUR SCHOOL AT BALTIMORE,8,17,11251 DOLFIELD BLVD,OWINGS MILLS,24005,005,MD,24,21117,4433943760,200,7.5,Yes,,,,,,1,4,8,17,11,20,39,14,16,29,159,159,0,3,5,33,111,2,5,23,21,1,4,3,3,2,0,1.88,3.14,20.75,69.81,1.25,3.14,6.91,30,BALTIMORE,Other school association(s),,,,,,,
00580329,HARFORD CHRISTIAN SCHOOL,3,17,1736 WHITEFORD RD,DARLINGTON,24025,025,MD,24,21034,4104575103,180,6,Yes,,,40,16,15,18,18,16,24,19,26,17,22,23,25,279,279,0,6,6,20,247,0,0,35.1,42,1,1,3,2,4,0,2.15,2.15,7.16,88.53,0,0,7.94,8,HARFORD,American Association of Christian Schools (AACS),Other school association(s),,,,,,
01651153,HARFORD DAY SCHOOL,2,13,715 MOORES MILL RD,BEL AIR,24025,025,MD,24,21014,4108384848,174,7,Yes,,31,19,25,29,30,21,25,28,41,30,,,,,279,248,,,,,,,,37,22,1,1,1,3,2,,,,,,,,6.7,30,HARFORD,National Association of Independent Schools (NAIS),Other school association(s),,,,,,
K9302887,HAVENWOOD CHURCH PRESCHOOL CENTER,2,3,100 E RIDGELY RD,LUTHERVILLE,24005,005,MD,24,21093,4102525420,173,6,Yes,,134,14,,,,,,,,,,,,,148,14,0,1,0,1,12,0,0,1,21,1,6,1,2,2,0,7.14,0,7.14,85.71,0,0,14,27,BALTIMORE,School does not belong to ANY associations or organizations,,,,,,,
00581366,HERITAGE ACADEMY,2,17,12215 WALNUT PT W,HAGERSTOWN,24043,043,MD,24,21740,3015822600,174,6.75,Yes,,7,14,12,9,4,12,12,10,13,13,10,15,12,12,155,148,0,8,4,8,123,1,4,16.6,22,1,1,3,2,2,0,5.4,2.7,5.4,83.1,0.67,2.7,8.91,8,WASHINGTON,Association of Christian Schools International (ACSI),,,,,,,
A0501832,HIGH ROAD ACADEMY,6,17,9741 PHILADELPHIA CT #P,LANHAM,24033,033,MD,24,20706,3012104860,180,6.5,Yes,,,,5,7,3,7,5,8,13,8,17,16,12,13,114,114,0,0,4,107,2,0,1,16,21,1,4,3,3,2,0,0,3.5,93.85,1.75,0,0.87,7.12,30,PRINCE GEORGE'S,Alternative School Network (ASN),,,,,,,
A1701925,HIGH ROAD SCHOOL OF ANNE ARUNDEL COUNTY,6,17,1131 BENFIELD BLVD,MILLERSVILLE,24003,003,MD,24,21108,4108465282,180,6.5,Yes,,,,5,3,6,8,10,6,5,6,4,9,4,1,67,67,,,,,,,,1,41,1,4,3,3,4,,,,,,,,67,30,ANNE ARUNDEL,School does not belong to ANY associations or organizations,,,,,,,
A9902237,HIGH ROAD SCHOOL OF BALTIMORE COUNTY,11,17,11685 CROSSROADS CIR SUITES S-U,WHITE MARSH,24005,005,MD,24,21220,4102828500,185,6.5,Yes,,,,,,,,,2,4,8,12,10,8,11,55,55,0,1,7,22,23,1,1,6,21,1,4,3,3,2,0,1.81,12.72,40,41.81,1.81,1.81,9.16,30,BALTIMORE,,,,,,,,
A1301564,HIGH ROAD SCHOOL OF HARFORD COUNTY,9,17,1250 BRASS MILL RD STE C,BELCAMP,24025,025,MD,24,21017,4102721123,180,6.66,Yes,2,,,,,,1,,2,3,4,8,6,6,3,35,35,0,1,1,14,18,0,1,5,22,1,4,3,3,2,0,2.85,2.85,40,51.42,0,2.85,7,30,HARFORD,Other special emphasis association(s),,,,,,,
A0501833,HIGH ROAD SCHOOL OF SOUTHERN MARYLAND,11,17,95 CATALPA DR STE 100,LA PLATA,24017,017,MD,24,20646,3013926377,210,5.66,Yes,,,,,,,,,2,3,2,6,5,8,10,36,36,0,0,1,31,4,0,0,4,22,1,4,3,3,2,0,0,2.77,86.11,11.11,0,0,9,30,CHARLES,School does not belong to ANY associations or organizations,,,,,,,
A0501834,HIGH ROAD UPPER SCHOOL,6,17,9701 PHILADELPHIA CT M,LANHAM MD,24033,033,MD,24,20706,3012104860,180,6,Yes,,,,8,10,10,10,9,9,9,9,9,9,9,9,110,110,0,0,5,100,2,0,3,16,21,1,1,3,3,2,0,0,4.54,90.9,1.81,0,2.72,6.87,30,PRINCE GEORGE'S,School does not belong to ANY associations or organizations,,,,,,,
A9701808,HIGHLAND PARK CHRISTIAN ACADEMY,2,13,6801 SHERIFF RD,LANDOVER,24033,033,MD,24,20785,3017734079,190,8.06,Yes,,75,,35,30,15,17,15,15,15,14,,,,,231,156,0,0,1,153,2,0,0,24.9,21,1,1,1,2,2,0,0,0.64,98.07,1.28,0,0,6.26,5,PRINCE GEORGE'S,Other school association(s),,,,,,,
A9103217,HILLSIDE MENNONITE SCHOOL,6,15,11610 GREENCASTLE PIKE,HAGERSTOWN,24043,043,MD,24,21740,3012236438,180,7,Yes,,,,17,19,17,17,11,19,12,12,10,6,,,140,140,0,0,1,0,139,0,0,9.5,22,1,1,3,2,2,0,0,0.71,0,99.28,0,0,14.73,24,WASHINGTON,School does not belong to ANY associations or organizations,,,,,,,
A0901696,HOLINESS CHRISTIAN ACADEMY,3,14,30 DOGWOOD RD,ELKTON,24015,015,MD,24,21921,4435535477,180,6.5,No,,,1,,,,1,2,,,,2,,,,6,6,0,0,0,0,6,0,0,2,21,1,1,3,2,2,0,0,0,0,100,0,0,3,5,CECIL,Accelerated Christian Education (ACE),,,,,,,
02032981,HOLLY GROVE CHRISTIAN SCHOOL,2,17,7317 MENNONITE CHURCH RD,WESTOVER,24039,039,MD,24,21871,4109570222,180,6.41,Yes,,33,36,46,39,40,39,27,50,38,47,34,43,44,35,551,518,0,16,5,21,475,1,0,35,42,1,1,3,2,4,0,3.08,0.96,4.05,91.69,0.19,0,14.8,24,SOMERSET,Association of Christian Schools International (ACSI),,,,,,,
K9302623,HOLLYWOOD UMC CHRISTIAN PRESCHOOL & KINDERGARTEN,2,3,24422 MERVELL DEAN RD RR 1 # 100,HOLLYWOOD,24037,037,MD,24,20636,3013732500,180,3.75,Yes,40,13,8,,,,,,,,,,,,,61,48,0,0,0,0,48,0,0,5.8,41,1,6,1,2,4,0,0,0,0,100,0,0,8.27,25,ST. MARY'S,School does not belong to ANY associations or organizations,,,,,,,
00580249,HOLTON-ARMS SCHOOL,8,17,7303 RIVER RD,BETHESDA,24031,031,MD,24,20817,3013655300,174,7.5,Yes,,,,,,27,40,48,62,74,82,87,90,80,74,664,664,0,73,18,69,427,2,75,104.3,13,2,1,3,3,1,0,10.99,2.71,10.39,64.3,0.3,11.29,6.36,30,MONTGOMERY,National Coalition of Girls' Schools (NCGS),National Association of Independent Schools (NAIS),Other school association(s),,,,,
00578207,HOLY ANGELS CATHOLIC SCHOOL,2,13,1201 S CATON AVE,BALTIMORE,24510,510,MD,24,21227,4436023200,181,7,Yes,,18,22,25,18,24,20,19,15,22,20,,,,,203,185,0,0,2,173,3,0,7,9,11,1,1,1,1,1,0,0,1.08,93.51,1.62,0,3.78,20.55,1,BALTIMORE,Other school association(s),,,,,,,
01604511,HOLY CROSS SCHOOL,2,13,PO BOX 249,GARRETT PARK,24031,031,MD,24,20896,3019490053,180,7,Yes,,20,14,19,17,16,18,19,19,19,17,,,,,178,158,0,16,15,32,80,0,15,13.1,21,1,1,1,1,2,0,10.12,9.49,20.25,50.63,0,9.49,12.06,1,MONTGOMERY,National Catholic Educational Association (NCEA),,,,,,,
00253109,HOLY FAMILY CATHOLIC SCHOOL,2,13,2200 CALLAWAY ST,HILLCREST HEIGHTS,24033,033,MD,24,20748,3018942323,180,8,Yes,,21,9,11,6,12,16,9,17,9,15,,,,,125,104,0,0,1,103,0,0,0,12.6,21,1,1,1,1,2,0,0,0.96,99.03,0,0,0,8.25,1,PRINCE GEORGE'S,School does not belong to ANY associations or organizations,,,,,,,
01604533,HOLY REDEEMER SCHOOL,2,13,4902 BERWYN RD,COLLEGE PARK,24033,033,MD,24,20740,3014743993,180,6.66,Yes,,15,21,25,13,27,30,26,28,36,32,,,,,253,238,0,16,51,39,109,0,23,17.1,21,1,1,1,1,2,0,6.72,21.42,16.38,45.79,0,9.66,13.91,1,PRINCE GEORGE'S,National Catholic Educational Association (NCEA),,,,,,,
A0103981,HOLY TRINITY EPISCOPAL DAY SCHOOL,2,13,11902 DAISY LN,GLENN DALE,24033,033,MD,24,20769,3014643215,174,7,Yes,,45,41,37,45,40,44,54,62,62,62,,,,,492,447,0,10,3,399,7,0,28,47.9,21,1,1,1,2,2,0,2.23,0.67,89.26,1.56,0,6.26,9.33,14,PRINCE GEORGE'S,National Association of Independent Schools (NAIS),Other school association(s),,,,,,
A1301565,HOLY TRINITY EPISCOPAL DAY SCHOOL,2,13,11902 DAISY LN,GLENN DALE,24033,033,MD,24,20769,3014643215,174,7,Yes,,45,41,37,45,40,44,54,62,62,62,,,,,492,447,0,10,3,399,7,0,28,47.9,21,1,1,1,2,2,0,2.23,0.67,89.26,1.56,0,6.26,9.33,14,PRINCE GEORGE'S,Other school association(s),,,,,,,
A0701204,HOPE CHRISTIAN ACADEMY,2,6,3215 POWDER MILL RD,ADELPHI,24033,033,MD,24,20783,3019374673,180,6.5,No,,2,4,4,,,,,,,,,,,,10,8,0,1,1,6,0,0,0,4.5,21,1,1,1,2,2,0,12.5,12.5,75,0,0,0,1.77,5,PRINCE GEORGE'S,School does not belong to ANY associations or organizations,,,,,,,
00580985,HUYETTS MENNONITE SCHOOL,3,17,16404 NATIONAL PIKE,HAGERSTOWN,24043,043,MD,24,21740,3017902252,175,6.5,Yes,,,6,5,12,3,10,8,10,10,9,5,10,5,8,101,101,0,6,0,0,95,0,0,8,41,1,1,3,2,4,0,5.94,0,0,94.05,0,0,12.62,24,WASHINGTON,School does not belong to ANY associations or organizations,,,,,,,
01604271,IMMACULATE CONCEPTION SCHOOL,2,13,452 BOW ST,ELKTON,24015,015,MD,24,21921,4103982636,180,6.5,Yes,,19,11,12,10,16,14,16,17,10,19,,,,,144,125,0,4,0,5,109,2,5,12.6,21,1,1,1,1,2,0,3.2,0,4,87.2,1.6,4,9.92,1,CECIL,National Catholic Educational Association (NCEA),,,,,,,
00578262,IMMACULATE HEART OF MARY SCHOOL,2,13,8501 LOCH RAVEN BLVD,TOWSON,24005,005,MD,24,21286,4106688466,178,7,Yes,,36,32,37,33,41,47,46,47,54,38,,,,,411,375,2,0,19,59,249,13,33,30.6,21,1,1,1,1,2,0.53,0,5.06,15.73,66.4,3.46,8.8,12.25,1,BALTIMORE,National Catholic Educational Association (NCEA),,,,,,,
01651244,INDEPENDENT BAPTIST ACADEMY,2,16,PO BOX 206,CLINTON,24033,033,MD,24,20735,3018561616,164,7.5,Yes,,4,4,9,4,11,6,6,7,2,4,6,2,2,,67,63,0,6,5,34,18,0,0,4,21,1,1,3,2,2,0,9.52,7.93,53.96,28.57,0,0,15.75,5,PRINCE GEORGE'S,,,,,,,,
00579415,INDIAN CREEK SCHOOL,2,17,680 EVERGREEN RD,CROWNSVILLE,24003,003,MD,24,21032,4109233660,174,7.16,Yes,,41,21,18,30,21,23,26,45,40,56,59,62,60,54,556,515,2,25,10,109,342,3,24,52.5,21,1,1,3,3,2,0.38,4.85,1.94,21.16,66.4,0.58,4.66,9.8,30,ANNE ARUNDEL,National Association of Independent Schools (NAIS),State or regional independent school association,,,,,,
A1501851,INTERNATIONAL CONNECTIONS ACADEMY,3,17,1001 FLEET ST FL 5,BALTIMORE,24510,510,MD,24,21202,8884402899,180,7,No,,,6,11,14,15,26,36,54,55,69,95,97,123,112,713,713,,,,,,,,35.1,11,1,1,3,3,1,,,,,,,,20.31,30,BALTIMORE,School does not belong to ANY associations or organizations,,,,,,,
A1701930,ISLAMIC COMMUNITY SCHOOL,6,17,1335 W N AVE,BALTIMORE,24510,510,MD,24,21217,4104622021,180,4.5,Yes,,,,2,5,4,4,6,2,1,2,3,4,,3,36,36,0,0,0,31,0,0,5,4.4,11,1,1,3,2,1,0,0,0,86.11,0,0,13.88,8.18,17,BALTIMORE,School does not belong to ANY associations or organizations,,,,,,,
00579663,ISRAEL HENRY BEREN HIGH SCHOOL,14,17,400 MOUNT WILSON LN,BALTIMORE,24005,005,MD,24,21208,4104847200,210,10.98,Yes,,,,,,,,,,,,59,72,54,57,242,242,0,0,0,0,242,0,0,4.4,21,3,1,2,2,2,0,0,0,0,100,0,0,55,18,BALTIMORE,National Society for Hebrew Day Schools (Torah U’Mesorah),,,,,,,
00579299,IVYMOUNT SCHOOL,6,17,11614 SEVEN LOCKS RD,ROCKVILLE,24031,031,MD,24,20854,3014680223,200,6,Yes,,,,1,4,8,3,11,18,19,27,28,19,19,50,207,207,1,11,16,49,122,0,8,39.8,21,1,4,3,3,2,0.48,5.31,7.72,23.67,58.93,0,3.86,5.2,30,MONTGOMERY,National Association of Private Special Education Centers (NAPSEC),Other association(s) for exceptional children,Other school association(s),,,,,
A9704309,JAMON MONTESSORI DAY SCHOOL,2,7,52 RANDOLPH RD,SILVER SPRING,24031,031,MD,24,20904,3013843131,180,5.5,No,,12,7,1,2,,,,,,,,,,,22,10,0,0,0,4,1,0,5,5.8,21,1,2,1,3,2,0,0,0,40,10,0,50,1.72,30,MONTGOMERY,School does not belong to ANY associations or organizations,,,,,,,
00580384,JEMICY SCHOOL,6,17,11 CELADON RD,OWINGS MILLS,24005,005,MD,24,21117,4106532700,176,8.33,Yes,,,,8,15,8,25,32,38,40,54,43,38,41,38,380,380,1,3,10,19,341,0,6,86,41,1,1,3,3,4,0.26,0.78,2.63,5,89.73,0,1.57,4.41,30,BALTIMORE,National Association of Independent Schools (NAIS),Other school association(s),,,,,,
00578863,JOHN CARROLL SCHOOL,14,17,703 E CHURCHVILLE RD,BEL AIR,24025,025,MD,24,21014,4108792480,180,6.83,Yes,,,,,,,,,,,,163,140,185,193,681,681,2,56,7,45,530,0,41,57.3,22,1,1,2,1,2,0.29,8.22,1.02,6.6,77.82,0,6.02,11.88,1,HARFORD,National Catholic Educational Association (NCEA),Other religious school associations,State or regional independent school association,,,,,
A1701934,JOURNEY SCHOOL,11,13,PO BOX 294,ASHTON,24031,031,MD,24,20861,2403246160,174,7.25,Yes,,,,,,,,,6,9,5,,,,,20,20,0,2,0,1,17,0,0,2.8,41,1,2,1,3,4,0,10,0,5,85,0,0,7.14,30,MONTGOMERY,School does not belong to ANY associations or organizations,,,,,,,
A9103227,JULIA BROWN MONTESSORI SCHOOL,2,8,1300 MILESTONE DR,SILVER SPRING,24031,031,MD,24,20904,3016227808,197,6.25,No,,62,23,10,4,2,,,,,,,,,,101,39,0,0,5,26,5,0,3,4,21,1,2,1,3,2,0,0,12.82,66.66,12.82,0,7.69,9.75,30,MONTGOMERY,School does not belong to ANY associations or organizations,,,,,,,
K9302848,JULIA BROWN MONTESSORI SCHOOL,2,8,9760 OWEN BROWN RD,COLUMBIA,24027,027,MD,24,21045,4107305056,197,6.5,No,,2,7,3,3,3,,,,,,,,,,18,16,,,,,,,,2,13,1,2,1,3,1,,,,,,,,8,30,HOWARD,School does not belong to ANY associations or organizations,,,,,,,
BB130247,KEMP MILL MONTORSORRI SCHOOL,6,11,1840 UNIVERSITY BLVD W,SILVER SPRING,24031,031,MD,24,20902,3015934343,,7.5,Yes,,,,5,4,8,1,3,4,,,,,,,25,25,0,0,0,0,25,0,0,4.3,21,1,2,1,2,2,0,0,0,0,100,0,0,5.81,18,MONTGOMERY,Other school association(s),,,,,,,
A0501841,KENNEDY KRIEGER AT SOUTHERN HIGH SCHOOL,14,17,4400 SOLOMONS ISLAND RD,HARWOOD,24003,003,MD,24,20776,4439237800,180,6.8,Yes,,,,,,,,,,,,4,4,5,4,17,17,0,1,2,2,11,0,1,4,41,1,4,2,3,4,0,5.88,11.76,11.76,64.7,0,5.88,4.25,30,ANNE ARUNDEL,National Association of Private Special Education Centers (NAPSEC),Other special emphasis association(s),,,,,,
A1101206,KENNEDY KRIEGER SCHOOL,8,17,13313 OLD COLUMBIA PIKE,SILVER SPRING,24031,031,MD,24,20904,4439234170,199,6,Yes,15,,,,,1,4,2,7,1,8,8,3,8,8,65,65,0,6,6,16,31,0,6,14,21,1,4,3,3,2,0,9.23,9.23,24.61,47.69,0,9.23,4.64,30,MONTGOMERY,National Association of Private Special Education Centers (NAPSEC),Other special emphasis association(s),,,,,,
A1101207,KENNEDY KRIEGER SCHOOL GREENSPRING CAMPUS,13,17,3825 GREENSPRING AVE,BALTIMORE,24510,510,MD,24,21211,4439237800,199,6,Yes,,,,,,,,,,,1,38,37,58,47,181,181,0,10,4,83,83,0,1,32,11,1,4,2,3,1,0,5.52,2.2,45.85,45.85,0,0.55,5.65,30,BALTIMORE,School does not belong to ANY associations or organizations,,,,,,,
00580373,KENNEDY KRIEGER SCHOOL: FAIRMOUNT CAMPUS,6,13,1750 E FAIRMOUNT AVE,BALTIMORE,24510,510,MD,24,21231,4439239100,199,6,Yes,,,,5,20,16,20,24,26,32,29,,,,,172,172,2,2,12,78,75,1,2,28,11,1,4,1,3,1,1.16,1.16,6.97,45.34,43.6,0.58,1.16,6.14,30,BALTIMORE,National Association of Private Special Education Centers (NAPSEC),Other school association(s),,,,,,
00580191,KEY SCHOOL,2,17,534 HILLSMERE DR,ANNAPOLIS,24003,003,MD,24,21403,4102639231,170,7,Yes,1,50,26,30,36,32,45,52,50,55,54,60,49,52,49,641,591,4,15,28,108,421,0,15,103.3,21,1,1,3,3,2,0.67,2.53,4.73,18.27,71.23,0,2.53,5.72,30,ANNE ARUNDEL,National Association of Independent Schools (NAIS),,,,,,,
A1771135,KID'S VILLA LEARNING CENTER LLC,2,4,9503 FINGERBOARD RD,IJAMSVILLE,24021,021,MD,24,21754,3018749100,,6,No,,35,30,,,,,,,,,,,,,65,30,,,,,,,,2.3,41,1,7,1,3,4,,,,,,,,13.04,30,FREDERICK,School does not belong to ANY associations or organizations,,,,,,,
A1771136,KINDER-PRAISE LEARNING CENTER,2,5,8916 LIBERTY RD,RANDALLSTOWN,24005,005,MD,24,21133,4106558442,180,6,Yes,,11,6,,,,,,,,,,,,,17,6,,,,,,,,1.3,21,1,7,1,3,2,,,,,,,,4.61,30,BALTIMORE,School does not belong to ANY associations or organizations,,,,,,,
A1301571,KINDERCARE LEARNING CENTER,3,3,16723 CRABBS BRANCH WAY,ROCKVILLE,24031,031,MD,24,20855,3019907703,180,6.5,Yes,,,7,,,,,,,,,,,,,7,7,0,1,0,2,0,2,2,1,21,1,7,1,3,2,0,14.28,0,28.57,0,28.57,28.57,7,30,MONTGOMERY,National Association for the Education of Young Children (NAEYC),,,,,,,
A1501855,KINGS LANDING ACADEMY,12,17,2490 KINGS LANDING RD,HUNTINGTOWN,24009,009,MD,24,20639,4104145489,180,5.5,Yes,,,,,,,,,,1,,1,,1,1,4,4,0,0,0,0,4,0,0,1,41,1,6,2,2,4,0,0,0,0,100,0,0,4,5,CALVERT,Accelerated Christian Education (ACE),,,,,,,
02030882,KRIEGER SCHECHTER DAY SCHOOL,3,13,8100 STEVENSON RD,BALTIMORE,24005,005,MD,24,21208,4104868640,180,8,Yes,,,30,39,22,42,31,34,42,29,21,,,,,290,290,0,1,0,4,285,0,0,42.4,21,1,1,1,2,2,0,0.34,0,1.37,98.27,0,0,6.83,18,BALTIMORE,The Jewish Community Day School Association (RAVSAK),Solomon Schechter Day Schools Association (SSDSA),State or regional independent school association,,,,,
AA000835,LAKE SHORE CHRISTIAN ACADEMY,2,17,860 SWIFT RD,PASADENA,24003,003,MD,24,21122,4104373529,170,6,No,,3,3,,,3,4,1,2,2,3,2,3,1,1,28,25,0,0,0,0,25,0,0,5,21,1,1,3,2,2,0,0,0,0,100,0,0,5,5,ANNE ARUNDEL,American Association of Christian Schools (AACS),Other school association(s),,,,,,
01613967,LANHAM CHRISTIAN SCHOOL,2,17,8400 GOOD LUCK RD,LANHAM SEABROOK,24033,033,MD,24,20706,3015529102,176,7.33,Yes,,13,26,18,16,16,9,13,9,16,8,12,13,14,10,193,180,0,2,9,156,4,0,9,16.3,21,1,1,3,2,2,0,1.11,5,86.66,2.22,0,5,11.04,6,PRINCE GEORGE'S,Association of Christian Schools International (ACSI),Other school association(s),,,,,,
A1701936,LAUREL HALL SCHOOL,7,17,4540 MACK AVE,FREDERICK,24021,021,MD,24,21703,3017330331,180,7,Yes,7,,,,1,3,3,4,3,6,9,7,10,4,5,62,62,,,,,,,,10.6,22,1,4,3,3,2,,,,,,,,5.84,30,FREDERICK,School does not belong to ANY associations or organizations,,,,,,,
A0901715,LAUREL HALL SCHOOL - FREDERICK,7,17,4540 MACK AVE B,FREDERICK,24021,021,MD,24,21703,3016985665,210,6,Yes,13,,,,1,,,6,3,4,4,6,5,3,1,46,46,0,0,3,13,24,2,4,9,22,1,4,3,3,2,0,0,6.52,28.26,52.17,4.34,8.69,5.11,30,FREDERICK,Other school association(s),,,,,,,
A9701819,LAUREL HALL SCHOOL - HAGERSTOWN,6,17,PO BOX 1945,HAGERSTOWN,24043,043,MD,24,21742,3017330330,203,8,Yes,,,,1,,3,2,5,5,11,11,9,10,11,12,80,80,0,1,3,21,48,0,7,11,41,1,4,3,3,4,0,1.25,3.75,26.25,60,0,8.75,7.27,30,WASHINGTON,Other school association(s),,,,,,,
A1301574,LEARNING COMMUNITY INTERNATIONAL THE,1,1,9085 FLAMEPOOL WAY,COLUMBIA,24027,027,MD,24,21045,4107300073,,,Yes,65,,,,,,,,,,,,,,,65,65,,,,,,,,,13,1,4,3,3,1,,,,,,,,,30,HOWARD,School does not belong to ANY associations or organizations,,,,,,,
A1301576,LEGACY SCHOOL,7,13,115 TERRAPIN RD,ELDERSBURG,24013,013,MD,24,21784,4105491717,175,7,Yes,,,,,1,3,9,13,14,9,8,,,,,57,57,0,5,0,3,48,0,1,17.6,41,1,4,1,3,4,0,8.77,0,5.26,84.21,0,1.75,3.23,30,CARROLL,School does not belong to ANY associations or organizations,,,,,,,
A1301577,LEO M BERNSTEIN JEWISH ACADEMY OF FINE ARTS,3,11,1401 ARCOLA AVE,SILVER SPRING,24031,031,MD,24,20902,3015928433,173,7.25,No,,,7,7,9,6,10,6,3,,,,,,,48,48,0,0,44,0,0,0,4,8.5,21,1,1,1,2,2,0,0,91.66,0,0,0,8.33,5.64,18,MONTGOMERY,School does not belong to ANY associations or organizations,,,,,,,
01651186,LEONARD HALL JR NAVAL ACADEMY,11,17,41740 BALDRIDGE ST,LEONARDTOWN,24037,037,MD,24,20650,3014758029,177,6.5,Yes,,,,,,,,,3,1,5,6,5,4,5,29,29,0,0,0,2,25,0,2,6.6,31,1,1,3,3,3,0,0,0,6.89,86.2,0,6.89,4.39,30,ST. MARY'S,School does not belong to ANY associations or organizations,,,,,,,
K9302627,LEXINGTON PARK BAPTIST CHURCH PRESCHOOL,2,3,46855 S SHANGRI LA DR STE 100,LEXINGTON PARK,24037,037,MD,24,20653,5059481186,233,3,No,,42,9,,,,,,,,,,,,,51,9,0,0,0,1,7,0,1,0.6,13,1,7,1,2,1,0,0,0,11.11,77.77,0,11.11,15,5,ST. MARY'S,School does not belong to ANY associations or organizations,,,,,,,
01934029,LIBERTY CHRISTIAN SCHOOL,2,13,11303 LIBERTY RD,OWINGS MILLS,24005,005,MD,24,21117,4106555527,175,6,Yes,,9,20,22,21,15,14,18,25,15,20,,,,,179,170,0,0,1,136,27,0,6,16.6,41,1,1,1,2,4,0,0,0.58,80,15.88,0,3.52,10.24,2,BALTIMORE,Association of Christian Schools International (ACSI),Other school association(s),,,,,,
