pss_locale,county_code,school_id,school_name,lo_grade,hi_grade,street,city,pss_county_fips,state,pss_fips,zip,pss_phone,pss_sch_days,pss_stu_day_hrs,pss_library,pss_enroll_ug,pss_enroll_pk,pss_enroll_k,pss_enroll_1,pss_enroll_2,pss_enroll_3,pss_enroll_4,pss_enroll_5,pss_enroll_6,pss_enroll_7,pss_enroll_8,pss_enroll_9,pss_enroll_10,pss_enroll_11,pss_enroll_12,enrollment,pss_enroll_tk12,pss_race_ai,pss_race_as,pss_race_h,pss_race_b,pss_race_w,pss_race_p,pss_race_2,teachers_fte,pss_coed,pss_type,pss_level,pss_relig,pss_comm_type,pss_indian_pct,pss_asian_pct,pss_hisp_pct,pss_black_pct,pss_white_pct,pss_pacisl_pct,pss_twomore_pct,pss_stdtch_rt,pss_orient,pss_county_name,pss_assoc_1,pss_assoc_2,pss_assoc_3,pss_assoc_4,pss_assoc_5,pss_assoc_6,pss_assoc_7,pss_assoc_8,grade_band,county_name,school_type,school_type_detail,pvt_pct_nonwhite,locale_label,locale_type,definition,school_status
11,24510,A9701804,"H.o.p.e. Academy, Inc.",3,10,1808 EDISON HWY,BALTIMORE,510,MD,24,21213,4103279020,175,6,Yes,NA,NA,30,34,18,21,5,5,NA,NA,NA,NA,NA,NA,NA,113,113,0,0,0,110,0,0,3,8.5,1,1,1,2,1,0,0,0,97.34,0,0,2.65,13.29,5,BALTIMORE,School does not belong to ANY associations or organizations,NA,NA,NA,NA,NA,NA,NA,ES,Baltimore City,private,private,99.99000000000001,City large,City: Large,"Territory inside an urbanized area and inside a principal city with population of 250,000 or more.",Open
11,24510,A9103211,Greater Grace Christian Academy,3,17,6077 MORAVIA PARK DR,BALTIMORE,510,MD,24,21206,4104850700,175,6.75,No,NA,NA,17,11,12,9,20,17,17,18,16,20,20,13,15,205,205,0,14,4,53,132,0,2,22.1,1,1,3,2,1,0,6.82,1.95,25.85,64.39,0,0.97,9.27,8,BALTIMORE,Other religious school associations,NA,NA,NA,NA,NA,NA,NA,All Grades,Baltimore City,private,private,28.77,City large,City: Large,"Territory inside an urbanized area and inside a principal city with population of 250,000 or more.",Open
11,24510,A1301589,Ohr Chadash Academy,2,12,7310 PARK HEIGHTS AVE,PIKESVILLE,510,MD,24,21208,4109992200,173,8.5,Yes,NA,75,40,25,31,20,21,19,13,14,NA,NA,NA,NA,NA,258,183,0,2,2,1,178,0,0,23.8,1,1,1,2,1,0,1.09,1.09,0.54,97.26,0,0,7.68,18,BALTIMORE,National Society for Hebrew Day Schools (Torah U’Mesorah),Other religious school associations,NA,NA,NA,NA,NA,NA,ES/MS,Baltimore City,private,private,1.6300000000000001,City large,City: Large,"Territory inside an urbanized area and inside a principal city with population of 250,000 or more.",Open
11,24510,K9302961,St Davids Day School,2,3,4700 ROLAND AVE,BALTIMORE,510,MD,24,21210,4103662133,170,6,Yes,NA,74,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83,9,0,0,0,1,7,0,1,2.5,1,6,1,2,1,0,0,0,11.11,77.77,0,11.11,3.6,14,BALTIMORE,National Association of Episcopal Schools (NAES),NA,NA,NA,NA,NA,NA,NA,ES,Baltimore City,private,private,22.22,City large,City: Large,"Territory inside an urbanized area and inside a principal city with population of 250,000 or more.",Open
11,24510,00578251,St Casimir Catholic School,2,13,1035 S KENWOOD AVE,BALTIMORE,510,MD,24,21224,4103422681,175,7,Yes,NA,60,19,18,11,23,17,21,17,10,16,NA,NA,NA,NA,212,152,NA,NA,11,7,110,NA,5,16.6,1,1,1,1,1,NA,NA,7.23,4.6,72.36,NA,3.28,9.15,1,BALTIMORE,National Catholic Educational Association (NCEA),National Association for the Education of Young Children (NAEYC),NA,NA,NA,NA,NA,NA,ES/MS,Baltimore City,private,private,NA,City large,City: Large,"Territory inside an urbanized area and inside a principal city with population of 250,000 or more.",Open
11,24510,A9103158,The Catholic High School Of Baltimore,14,17,2800 EDISON HWY,BALTIMORE,510,MD,24,21213,4107326200,170,7,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,118,60,80,323,323,0,12,8,45,243,0,15,35,2,1,2,1,1,0,3.71,2.47,13.93,75.23,0,4.64,9.22,1,BALTIMORE,National Catholic Educational Association (NCEA),NA,NA,NA,NA,NA,NA,NA,HS,Baltimore City,private,private,21.04,City large,City: Large,"Territory inside an urbanized area and inside a principal city with population of 250,000 or more.",Open
11,24510,00580373,Kennedy Krieger School: Fairmount Campus,6,13,1750 E FAIRMOUNT AVE,BALTIMORE,510,MD,24,21231,4439239100,199,6,Yes,NA,NA,NA,5,20,16,20,24,26,32,29,NA,NA,NA,NA,172,172,2,2,12,78,75,1,2,28,1,4,1,3,1,1.16,1.16,6.97,45.34,43.6,0.58,1.16,6.14,30,BALTIMORE,National Association of Private Special Education Centers (NAPSEC),Other school association(s),NA,NA,NA,NA,NA,NA,ES/MS,Baltimore City,private,private,55.209999999999994,City large,City: Large,"Territory inside an urbanized area and inside a principal city with population of 250,000 or more.",Open
11,24510,A1101179,The Childrens Guild,8,17,410 E JEFFREY ST,BALTIMORE,510,MD,24,21225,4102697600,180,7,Yes,11,NA,NA,NA,NA,1,1,NA,1,4,5,10,7,3,6,49,49,1,0,1,43,4,0,0,10.1,1,4,3,3,1,2.04,0,2.04,87.75,8.16,0,0,4.85,30,BALTIMORE,National Association of Private Special Education Centers (NAPSEC),Other school association(s),NA,NA,NA,NA,NA,NA,All Grades,Baltimore City,private,private,91.83,City large,City: Large,"Territory inside an urbanized area and inside a principal city with population of 250,000 or more.",Open
11,24510,A9502119,The Baltimore Academy,13,17,3800 FREDERICK AVE,BALTIMORE,510,MD,24,21229,4102331400,220,6.5,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,7,2,7,20,20,0,0,1,17,0,0,2,4,1,4,2,3,1,0,0,5,85,0,0,10,5,30,BALTIMORE,Other special emphasis association(s),NA,NA,NA,NA,NA,NA,NA,HS,Baltimore City,private,private,100,City large,City: Large,"Territory inside an urbanized area and inside a principal city with population of 250,000 or more.",Open
11,24510,02031048,Gateway School,2,11,5900 METRO DR,BALTIMORE,510,MD,24,21215,4103186780,200,6,Yes,NA,25,2,4,6,3,5,4,2,NA,NA,NA,NA,NA,NA,51,26,0,0,4,12,10,0,0,5.8,1,4,1,3,1,0,0,15.38,46.15,38.46,0,0,4.48,30,BALTIMORE,National Association for the Education of Young Children (NAEYC),Other special emphasis association(s),Other school association(s),NA,NA,NA,NA,NA,ES,Baltimore City,private,private,61.53,City large,City: Large,"Territory inside an urbanized area and inside a principal city with population of 250,000 or more.",Open
11,24510,A0901793,Woodbourne School At Conrad,12,17,1301 WOODBOURNE AVE,BALTIMORE,510,MD,24,21239,4104331000,215,6.5,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,8,14,12,5,4,46,46,0,0,2,25,17,0,2,11,3,1,2,3,1,0,0,4.34,54.34,36.95,0,4.34,4.18,30,BALTIMORE,NA,NA,NA,NA,NA,NA,NA,NA,MS/HS,Baltimore City,private,private,63.02000000000001,City large,City: Large,"Territory inside an urbanized area and inside a principal city with population of 250,000 or more.",Open
13,24001,A9902262,Lighthouse Christian Academy,3,17,2020 BEDFORD ST,CUMBERLAND,001,MD,24,21502,3017777375,170,6.5,Yes,NA,NA,14,7,5,12,5,3,3,7,12,4,3,3,5,83,83,0,0,0,1,82,0,0,10.6,1,1,3,2,1,0,0,0,1.2,98.79,0,0,7.83,4,ALLEGANY,Association of Christian Teachers and Schools (ACTS),NA,NA,NA,NA,NA,NA,NA,All Grades,Allegany County,private,private,1.2,City small,City: Small,"Territory inside an urbanized area and inside a principal city with population less than 100,000.",Open
13,24031,01604577,Our Lady Of Lourdes School,2,13,7500 PEARL ST,BETHESDA,031,MD,24,20814,3016545376,180,7,Yes,NA,44,21,27,19,25,21,27,22,23,33,NA,NA,NA,NA,262,218,0,6,38,27,124,0,23,18.8,1,1,1,1,1,0,2.75,17.43,12.38,56.88,0,10.55,11.59,1,MONTGOMERY,National Catholic Educational Association (NCEA),NA,NA,NA,NA,NA,NA,NA,ES/MS,Montgomery County,private,private,40.36,City small,City: Small,"Territory inside an urbanized area and inside a principal city with population less than 100,000.",Open
13,24005,K9302941,Good Shepherd School,2,3,1401 CARROLLTON AVE,BALTIMORE,005,MD,24,21204,4108257139,168,6,Yes,NA,134,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,142,8,0,0,0,0,8,0,0,7.6,1,6,1,2,1,0,0,0,0,100,0,0,1.05,14,BALTIMORE,Other religious school associations,NA,NA,NA,NA,NA,NA,NA,ES,Baltimore County,private,private,0,City small,City: Small,"Territory inside an urbanized area and inside a principal city with population less than 100,000.",Open
13,24001,K9303036,Beginnings Montessori School,2,11,15 N SMALLWOOD ST,CUMBERLAND,001,MD,24,21502,3017222220,NA,6.25,No,NA,32,5,2,7,5,10,2,2,NA,NA,NA,NA,NA,NA,65,33,NA,NA,NA,NA,NA,NA,NA,4,1,2,1,3,1,NA,NA,NA,NA,NA,NA,NA,8.25,30,ALLEGANY,School does not belong to ANY associations or organizations,NA,NA,NA,NA,NA,NA,NA,ES,Allegany County,private,private,NA,City small,City: Small,"Territory inside an urbanized area and inside a principal city with population less than 100,000.",Open
13,24031,A0901730,Mount Jezreel Christian School,2,9,420 UNIVERSITY BLVD E,SILVER SPRING,031,MD,24,20901,3014311985,180,6.5,Yes,NA,6,7,4,NA,5,1,NA,NA,NA,NA,NA,NA,NA,NA,23,17,0,0,1,16,0,0,0,5,1,1,1,2,1,0,0,5.88,94.11,0,0,0,3.4,5,MONTGOMERY,Association of Christian Schools International (ACSI),NA,NA,NA,NA,NA,NA,NA,ES,Montgomery County,private,private,99.99,City small,City: Small,"Territory inside an urbanized area and inside a principal city with population less than 100,000.",Open
13,24005,02031117,Baltimore Actor's Theatre - The Dumbarton House,8,17,300 DUMBARTON RD STE 2,BALTIMORE,005,MD,24,21212,4103378519,172,8.5,Yes,NA,NA,NA,NA,NA,2,NA,NA,2,NA,NA,NA,1,1,2,8,8,0,0,0,3,5,0,0,6,1,3,3,3,1,0,0,0,37.5,62.5,0,0,1.33,30,BALTIMORE,NA,NA,NA,NA,NA,NA,NA,NA,All Grades,Baltimore County,private,private,37.5,City small,City: Small,"Territory inside an urbanized area and inside a principal city with population less than 100,000.",Open
13,24031,A9103318,Washington Episcopal School,2,13,5600 LITTLE FALLS PKWY,BETHESDA,031,MD,24,20816,3016527878,173,7.5,Yes,NA,29,16,20,22,18,29,22,33,38,36,NA,NA,NA,NA,263,234,0,12,11,55,148,0,8,44.3,1,1,1,2,1,0,5.12,4.7,23.5,63.24,0,3.41,5.28,14,MONTGOMERY,National Association of Episcopal Schools (NAES),National Association for the Education of Young Children (NAEYC),National Association of Independent Schools (NAIS),NA,NA,NA,NA,NA,ES/MS,Montgomery County,private,private,31.61,City small,City: Small,"Territory inside an urbanized area and inside a principal city with population less than 100,000.",Open
13,24021,01934164,The Banner School,2,13,1730 N MARKET ST,FREDERICK,021,MD,24,21701,3016959320,170,6,Yes,NA,26,13,16,8,12,10,14,12,12,12,NA,NA,NA,NA,135,109,0,6,12,18,73,0,0,27.6,1,1,1,3,1,0,5.5,11,16.51,66.97,0,0,3.94,30,FREDERICK,National Association of Independent Schools (NAIS),NA,NA,NA,NA,NA,NA,NA,ES/MS,Frederick County,private,private,27.51,City small,City: Small,"Territory inside an urbanized area and inside a principal city with population less than 100,000.",Open
13,24031,A1501799,Bethesda Country Day School,2,3,5615 BEECH AVE,BETHESDA,031,MD,24,20814,3015306999,NA,7,Yes,NA,80,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110,30,0,5,2,3,20,0,0,4,1,7,1,3,1,0,16.66,6.66,10,66.66,0,0,7.5,30,MONTGOMERY,School does not belong to ANY associations or organizations,NA,NA,NA,NA,NA,NA,NA,ES,Montgomery County,private,private,16.66,City small,City: Small,"Territory inside an urbanized area and inside a principal city with population less than 100,000.",Open
13,24045,AA000487,Faith Baptist School,2,17,30505 DAGSBORO RD,SALISBURY,045,MD,24,21804,4107429516,180,7.25,No,NA,21,11,10,4,9,11,9,7,6,4,9,5,2,8,116,95,0,0,4,12,77,0,2,17.6,1,1,3,2,1,0,0,4.21,12.63,81.05,0,2.1,5.39,5,WICOMICO,American Association of Christian Schools (AACS),NA,NA,NA,NA,NA,NA,NA,All Grades,Wicomico County,private,private,18.94,City small,City: Small,"Territory inside an urbanized area and inside a principal city with population less than 100,000.",Open
13,24005,A1701946,Mann Residential School,13,17,6501 N CHARLES S,BALTIMORE,005,MD,24,21204,4109384498,214,6.75,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,20,17,7,2,53,53,0,1,6,31,15,0,0,14,1,6,2,3,1,0,1.88,11.32,58.49,28.3,0,0,3.78,30,BALTIMORE,Other special emphasis association(s),NA,NA,NA,NA,NA,NA,NA,HS,Baltimore County,private,private,69.81,City small,City: Small,"Territory inside an urbanized area and inside a principal city with population less than 100,000.",Open
13,24045,01604307,St Francis De Sales Catholic School,2,13,500 CAMDEN AVE,SALISBURY,045,MD,24,21801,4107499907,180,7,Yes,NA,24,18,27,20,21,17,14,16,24,16,NA,NA,NA,NA,197,173,0,4,21,20,125,0,3,14.5,1,1,1,1,1,0,2.31,12.13,11.56,72.25,0,1.73,11.93,1,WICOMICO,National Catholic Educational Association (NCEA),NA,NA,NA,NA,NA,NA,NA,ES/MS,Wicomico County,private,private,25.42,City small,City: Small,"Territory inside an urbanized area and inside a principal city with population less than 100,000.",Open
13,24031,A0901725,Rochambeau-The French Intl School,2,17,9600 FOREST RD,BETHESDA,031,MD,24,20814,3015308260,170,9.08,Yes,NA,48,56,95,73,68,86,86,96,65,88,71,69,81,66,1048,1000,0,30,48,10,641,0,271,81,1,3,3,3,1,0,3,4.8,1,64.1,0,27.1,12.34,30,MONTGOMERY,NA,NA,NA,NA,NA,NA,NA,NA,All Grades,Montgomery County,private,private,32.9,City small,City: Small,"Territory inside an urbanized area and inside a principal city with population less than 100,000.",Open
13,24031,01604613,The Woods Academy,2,13,6801 GREENTREE RD,BETHESDA,031,MD,24,20817,3013653080,175,6.91,Yes,NA,48,19,31,22,25,36,37,35,34,34,NA,NA,NA,NA,321,273,0,12,39,34,151,0,37,35.9,1,1,1,1,1,0,4.39,14.28,12.45,55.31,0,13.55,7.6,1,MONTGOMERY,National Catholic Educational Association (NCEA),American Montessori Society (AMS),National Association of Independent Schools (NAIS),State or regional independent school association,NA,NA,NA,NA,ES/MS,Montgomery County,private,private,40.28,City small,City: Small,"Territory inside an urbanized area and inside a principal city with population less than 100,000.",Open
13,24031,00253244,The Nora School,14,17,955 SLIGO AVE,SILVER SPRING,031,MD,24,20910,3014956672,175,6,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,14,17,14,50,50,0,1,4,9,36,0,0,11.1,1,4,2,3,1,0,2,8,18,72,0,0,4.5,30,MONTGOMERY,Other special emphasis association(s),National Association of Independent Schools (NAIS),NA,NA,NA,NA,NA,NA,HS,Montgomery County,private,private,26,City small,City: Small,"Territory inside an urbanized area and inside a principal city with population less than 100,000.",Open
13,24031,A0901670,The Family Academy Of Bethesda,3,3,4324 MONTGOMERY AVE,BETHESDA,031,MD,24,20814,3016565437,192,10.98,Yes,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,1,0,0,5.3,1,2,1,3,1,0,0,0,0,100,0,0,0.18,30,MONTGOMERY,Other Montessori association(s),NA,NA,NA,NA,NA,NA,NA,ES,Montgomery County,private,private,0,City small,City: Small,"Territory inside an urbanized area and inside a principal city with population less than 100,000.",Open
13,24031,A1501789,Alef Bet Montessori School Inc.,2,3,7300 WHITTIER BLVD,BETHESDA,031,MD,24,20817,3015565010,175,6.41,No,NA,11,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,1,0,0,0,0,1,0,0,1,1,2,1,2,1,0,0,0,0,100,0,0,1,18,MONTGOMERY,Association Montessori International (AMI),National Independent Private School Association (NIPSA),NA,NA,NA,NA,NA,NA,ES,Montgomery County,private,private,0,City small,City: Small,"Territory inside an urbanized area and inside a principal city with population less than 100,000.",Open
13,24021,00577906,St John Regional Catholic School,2,13,8414 OPOSSUMTOWN PIKE,FREDERICK,021,MD,24,21702,3016626722,178,6.33,Yes,NA,69,41,35,47,39,49,47,47,54,78,NA,NA,NA,NA,506,437,0,20,19,48,323,0,27,30,1,1,1,1,1,0,4.57,4.34,10.98,73.91,0,6.17,14.56,1,FREDERICK,National Catholic Educational Association (NCEA),NA,NA,NA,NA,NA,NA,NA,ES/MS,Frederick County,private,private,21.490000000000002,City small,City: Small,"Territory inside an urbanized area and inside a principal city with population less than 100,000.",Open
13,24001,00578513,Bishop Walsh School,2,17,700 BISHOP WALSH RD,CUMBERLAND,001,MD,24,21502,3017245360,179,6.5,Yes,NA,67,22,15,18,19,15,20,22,27,23,31,28,27,20,354,287,0,11,11,4,261,0,0,35.6,1,1,3,1,1,0,3.83,3.83,1.39,90.94,0,0,8.06,1,ALLEGANY,National Catholic Educational Association (NCEA),Other school association(s),NA,NA,NA,NA,NA,NA,All Grades,Allegany County,private,private,5.22,City small,City: Small,"Territory inside an urbanized area and inside a principal city with population less than 100,000.",Open
13,24031,01604806,St Jane De Chantal School,2,13,9525 OLD GEORGETOWN RD,BETHESDA,031,MD,24,20814,3015301221,180,7,Yes,NA,28,36,47,42,43,47,49,45,56,45,NA,NA,NA,NA,438,410,0,13,22,28,281,0,66,28.9,1,1,1,1,1,0,3.17,5.36,6.82,68.53,0,16.09,14.18,1,MONTGOMERY,National Catholic Educational Association (NCEA),NA,NA,NA,NA,NA,NA,NA,ES/MS,Montgomery County,private,private,28.27,City small,City: Small,"Territory inside an urbanized area and inside a principal city with population less than 100,000.",Open
13,24021,A1301580,Meadows Montessori,2,5,185 THOMAS JOHNSON DR,FREDERICK,021,MD,24,21702,3016628910,215,6,No,NA,40,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,10,0,1,0,0,9,0,0,2.9,1,2,1,3,1,0,10,0,0,90,0,0,3.44,30,FREDERICK,American Montessori Society (AMS),NA,NA,NA,NA,NA,NA,NA,ES,Frederick County,private,private,0,City small,City: Small,"Territory inside an urbanized area and inside a principal city with population less than 100,000.",Open
13,24043,00577848,St Maria Goretti High School,14,17,1535 OAK HILL AVE,HAGERSTOWN,043,MD,24,21742,3017394266,170,6.75,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,55,51,59,219,219,0,24,14,23,148,0,10,21.1,1,1,2,1,1,0,10.95,6.39,10.5,67.57,0,4.56,10.37,1,WASHINGTON,National Catholic Educational Association (NCEA),NA,NA,NA,NA,NA,NA,NA,HS,Washington County,private,private,21.45,City small,City: Small,"Territory inside an urbanized area and inside a principal city with population less than 100,000.",Open
13,24027,K9302848,Julia Brown Montessori School,2,8,9760 OWEN BROWN RD,COLUMBIA,027,MD,24,21045,4107305056,197,6.5,No,NA,2,7,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,16,NA,NA,NA,NA,NA,NA,NA,2,1,2,1,3,1,NA,NA,NA,NA,NA,NA,NA,8,30,HOWARD,School does not belong to ANY associations or organizations,NA,NA,NA,NA,NA,NA,NA,ES,Howard County,private,private,NA,City small,City: Small,"Territory inside an urbanized area and inside a principal city with population less than 100,000.",Open
13,24021,00581581,Frederick Adventist Academy,2,13,6437 JEFFERSON PIKE,FREDERICK,021,MD,24,21703,3016630363,180,7.25,Yes,NA,9,15,8,10,12,7,11,6,10,2,NA,NA,NA,NA,90,81,1,9,20,16,24,0,11,5,1,1,1,2,1,1.23,11.11,24.69,19.75,29.62,0,13.58,16.2,28,FREDERICK,General Conference of the Seventh-Day Adventist Church (GCSDAC),NA,NA,NA,NA,NA,NA,NA,ES/MS,Frederick County,private,private,59.25,City small,City: Small,"Territory inside an urbanized area and inside a principal city with population less than 100,000.",Open
13,24027,K9302836,Bryant Woods Montessori Childrens House,2,3,10449 GREEN MOUNTAIN CIR,COLUMBIA,027,MD,24,21044,4107307525,176,6.75,Yes,NA,18,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,10,0,3,1,1,4,0,1,2,1,2,1,3,1,0,30,10,10,40,0,10,5,30,HOWARD,American Montessori Society (AMS),Other school association(s),NA,NA,NA,NA,NA,NA,ES,Howard County,private,private,30,City small,City: Small,"Territory inside an urbanized area and inside a principal city with population less than 100,000.",Open
13,24031,BB170199,Manor Montessori School-Bethesda,2,3,PO BOX 60691,POTOMAC,031,MD,24,20859,3012997400,174,6,Yes,NA,40,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,8,NA,NA,NA,NA,NA,NA,NA,4,1,2,1,3,1,NA,NA,NA,NA,NA,NA,NA,2,30,MONTGOMERY,School does not belong to ANY associations or organizations,NA,NA,NA,NA,NA,NA,NA,ES,Montgomery County,private,private,NA,City small,City: Small,"Territory inside an urbanized area and inside a principal city with population less than 100,000.",Open
13,24031,A0901772,St Raphael School,2,13,1513 DUNSTER RD,ROCKVILLE,031,MD,24,20854,3017622143,180,7,Yes,NA,80,54,22,28,27,23,25,27,25,19,NA,NA,NA,NA,330,250,0,4,71,11,150,0,14,21.5,1,1,1,1,1,0,1.6,28.4,4.4,60,0,5.6,11.62,1,MONTGOMERY,Other religious school associations,NA,NA,NA,NA,NA,NA,NA,ES/MS,Montgomery County,private,private,38.4,City small,City: Small,"Territory inside an urbanized area and inside a principal city with population less than 100,000.",Open
13,24031,01604679,St Bartholomews School,2,13,6900 RIVER RD,BETHESDA,031,MD,24,20817,3012295586,180,7,Yes,NA,12,11,12,11,11,16,13,20,19,19,NA,NA,NA,NA,144,132,0,8,14,11,95,0,4,17.8,1,1,1,1,1,0,6.06,10.6,8.33,71.96,0,3.03,7.41,1,MONTGOMERY,National Catholic Educational Association (NCEA),NA,NA,NA,NA,NA,NA,NA,ES/MS,Montgomery County,private,private,21.96,City small,City: Small,"Territory inside an urbanized area and inside a principal city with population less than 100,000.",Open
13,24043,00577837,St Mary Catholic School,2,13,218 W WASHINGTON ST,HAGERSTOWN,043,MD,24,21740,3017331184,179,6.66,Yes,NA,8,21,28,19,23,17,24,23,24,28,NA,NA,NA,NA,215,207,1,0,13,9,151,16,17,14,1,1,1,1,1,0.48,0,6.28,4.34,72.94,7.72,8.21,14.78,1,WASHINGTON,National Catholic Educational Association (NCEA),NA,NA,NA,NA,NA,NA,NA,ES/MS,Washington County,private,private,27.03,City small,City: Small,"Territory inside an urbanized area and inside a principal city with population less than 100,000.",Open
13,24031,A9502162,Torah School Of Greater Washington,3,11,2010 LINDEN LN,SILVER SPRING,031,MD,24,20910,3019628003,173,8.5,Yes,NA,NA,66,57,49,57,62,41,44,NA,NA,NA,NA,NA,NA,376,376,0,0,0,0,376,0,0,33.4,1,1,1,2,1,0,0,0,0,100,0,0,11.25,18,MONTGOMERY,National Society for Hebrew Day Schools (Torah U’Mesorah),NA,NA,NA,NA,NA,NA,NA,ES,Montgomery County,private,private,0,City small,City: Small,"Territory inside an urbanized area and inside a principal city with population less than 100,000.",Open
