"","school_id","name","school_type","school_type_detail","grade_band","county","locale_code","pvt_pct_nonwhite","enrollment","teacher_fte"
"241","240006000045","Benfield Elementary","public","public","ES","ANNE ARUNDEL","21",NA,"434","27.7"
"242","240006000046","Bodkin Elementary","public","public","ES","ANNE ARUNDEL","21",NA,"565","34.7"
"243","240006000047","Broadneck Elementary","public","public","ES","ANNE ARUNDEL","21",NA,"786","44.1"
"244","240006000048","Brock Bridge Elementary","public","public","ES","ANNE ARUNDEL","41",NA,"617","44.7"
"245","240006000049","Brooklyn Park Elementary","public","public","ES","ANNE ARUNDEL","21",NA,"415","29.7"
"246","240006000050","Brooklyn Park Middle","public","public","MS","ANNE ARUNDEL","21",NA,"796","62"
"247","240006000051","Cape St. Claire Elementary","public","public","ES","ANNE ARUNDEL","21",NA,"613","37.1"
"248","240006000053","Central Elementary","public","public","ES","ANNE ARUNDEL","21",NA,"609","43.1"
"249","240006000054","Central Middle","public","public","MS","ANNE ARUNDEL","21",NA,"1283","80"
"250","240006000055","South River High","public","public","HS","ANNE ARUNDEL","21",NA,"2179","125.87"
"251","240006000056","Central Special School","public","public","All Grades","ANNE ARUNDEL","21",NA,"139","19.4"
"252","240006000058","Chesapeake High","public","public","HS","ANNE ARUNDEL","21",NA,"1379","84.5"
"253","240006000059","Corkran Middle School","public","public","MS","ANNE ARUNDEL","21",NA,"639","50.34"
"254","240006000060","Crofton Elementary","public","public","ES","ANNE ARUNDEL","21",NA,"749","42"
"255","240006000061","Crofton Woods Elementary","public","public","ES","ANNE ARUNDEL","21",NA,"750","40.6"
"256","240006000062","Davidsonville Elementary","public","public","ES","ANNE ARUNDEL","41",NA,"656","37.1"
"257","240006000063","Deale Elementary","public","public","ES","ANNE ARUNDEL","31",NA,"217","19.2"
"258","240006000064","Eastport Elementary","public","public","ES","ANNE ARUNDEL","21",NA,"241","22.8"
"259","240006000065","Edgewater Elementary","public","public","ES","ANNE ARUNDEL","21",NA,"573","35.3"
"260","240006000066","Ferndale Early Education Center","public","public","ES","ANNE ARUNDEL","21",NA,"125","11.5"
"261","240006000067","Folger Mckinsey Elementary","public","public","ES","ANNE ARUNDEL","21",NA,"616","35.8"
"262","240006000068","Fort Smallwood Elementary","public","public","ES","ANNE ARUNDEL","21",NA,"456","28.4"
"263","240006000069","Four Seasons Elementary","public","public","ES","ANNE ARUNDEL","21",NA,"681","39.3"
"264","240006000071","George T. Cromwell Elementary","public","public","ES","ANNE ARUNDEL","21",NA,"321","22.5"
"265","240006000072","George Fox Middle","public","public","MS","ANNE ARUNDEL","21",NA,"863","58.14"
"266","240006000073","Georgetown East Elementary","public","public","ES","ANNE ARUNDEL","21",NA,"319","29.4"
"267","240006000074","Germantown Elementary","public","public","ES","ANNE ARUNDEL","21",NA,"559","44.7"
"268","240006000075","Glen Burnie High","public","public","HS","ANNE ARUNDEL","21",NA,"2035","125.6"
"269","240006000076","Glen Burnie Park Elementary","public","public","ES","ANNE ARUNDEL","21",NA,"556","36.1"
"270","240006000077","Glendale Elementary","public","public","ES","ANNE ARUNDEL","21",NA,"433","36.1"
"271","240006000078","Hebron - Harman Elementary","public","public","ES","ANNE ARUNDEL","21",NA,"786","48.4"
"272","240006000079","High Point Elementary","public","public","ES","ANNE ARUNDEL","21",NA,"675","41.9"
"273","240006000080","Hillsmere Elementary","public","public","ES","ANNE ARUNDEL","21",NA,"405","27.4"
"274","240006000081","Hilltop Elementary","public","public","ES","ANNE ARUNDEL","21",NA,"739","49.8"
"275","240006000082","Jacobsville Elementary","public","public","ES","ANNE ARUNDEL","21",NA,"572","38"
"276","240006000083","Jessup Elementary","public","public","ES","ANNE ARUNDEL","21",NA,"538","33.1"
"277","240006000084","Jones Elementary","public","public","ES","ANNE ARUNDEL","21",NA,"307","22.3"
"278","240006000085","Lake Shore Elementary","public","public","ES","ANNE ARUNDEL","41",NA,"316","22.5"
"279","240006000087","Lindale Middle","public","public","MS","ANNE ARUNDEL","21",NA,"1129","80.96"
"280","240006000088","Linthicum Elementary","public","public","ES","ANNE ARUNDEL","21",NA,"481","29.4"
"281","240006000089","Lothian Elementary","public","public","ES","ANNE ARUNDEL","41",NA,"482","35.4"
"282","240006000090","MacArthur Middle","public","public","MS","ANNE ARUNDEL","21",NA,"957","77.38"
"283","240006000091","Magothy River Middle","public","public","MS","ANNE ARUNDEL","21",NA,"727","49.7"
"284","240006000092","Manor View Elementary","public","public","ES","ANNE ARUNDEL","21",NA,"286","24.2"
"285","240006000093","Marley Elementary","public","public","ES","ANNE ARUNDEL","21",NA,"852","52.3"
"286","240006000094","Marley Glen School","public","public","All Grades","ANNE ARUNDEL","21",NA,"136","18.8"
"287","240006000095","Marley Middle","public","public","MS","ANNE ARUNDEL","21",NA,"842","67.5"
"288","240006000096","Maryland City Elementary","public","public","ES","ANNE ARUNDEL","21",NA,"425","32"
"289","240006000097","Mayo Elementary","public","public","ES","ANNE ARUNDEL","21",NA,"320","21.9"
"290","240006000098","Meade Heights Elementary","public","public","ES","ANNE ARUNDEL","21",NA,"399","30.7"
"291","240006000099","Meade High","public","public","HS","ANNE ARUNDEL","21",NA,"2039","124.9"
"292","240006000100","Millersville Elementary","public","public","ES","ANNE ARUNDEL","21",NA,"337","25.5"
"293","240006000102","North Glen Elementary","public","public","ES","ANNE ARUNDEL","21",NA,"278","20.8"
"294","240006000103","Northeast High","public","public","HS","ANNE ARUNDEL","21",NA,"1375","79.1"
"295","240006000104","Oak Hill Elementary","public","public","ES","ANNE ARUNDEL","21",NA,"684","39.3"
"296","240006000105","Oakwood Elementary","public","public","ES","ANNE ARUNDEL","21",NA,"319","24"
"297","240006000106","Odenton Elementary","public","public","ES","ANNE ARUNDEL","21",NA,"488","33.8"
"298","240006000107","Old Mill Middle North","public","public","MS","ANNE ARUNDEL","21",NA,"1064","74.9"
"299","240006000108","Old Mill Middle South","public","public","MS","ANNE ARUNDEL","21",NA,"908","66"
"300","240006000109","Old Mill High","public","public","HS","ANNE ARUNDEL","21",NA,"2204","133.6"
"301","240006000110","Overlook Elementary","public","public","ES","ANNE ARUNDEL","21",NA,"384","26"
"302","240006000111","Park Elementary","public","public","ES","ANNE ARUNDEL","21",NA,"496","35.6"
"303","240006000112","Walter S. Mills - Parole Elementary","public","public","ES","ANNE ARUNDEL","21",NA,"594","50"
"304","240006000113","Pasadena Elementary","public","public","ES","ANNE ARUNDEL","21",NA,"370","29.2"
"305","240006000114","Pershing Hill Elementary","public","public","ES","ANNE ARUNDEL","21",NA,"589","38.5"
"306","240006000116","Point Pleasant Elementary","public","public","ES","ANNE ARUNDEL","21",NA,"527","38.7"
"307","240006000117","Quarterfield Elementary","public","public","ES","ANNE ARUNDEL","21",NA,"471","28.8"
"308","240006000118","Richard Henry Lee Elementary","public","public","ES","ANNE ARUNDEL","21",NA,"470","32.4"
"309","240006000119","Ridgeway Elementary","public","public","ES","ANNE ARUNDEL","21",NA,"636","38"
"310","240006000120","Rippling Woods Elementary","public","public","ES","ANNE ARUNDEL","21",NA,"609","40.2"
"311","240006000121","Riviera Beach Elementary","public","public","ES","ANNE ARUNDEL","21",NA,"304","22.4"
"312","240006000122","Rolling Knolls Elementary","public","public","ES","ANNE ARUNDEL","21",NA,"425","32"
"313","240006000123","Severn Elementary","public","public","ES","ANNE ARUNDEL","21",NA,"504","32.9"
"314","240006000124","Severn River Middle","public","public","MS","ANNE ARUNDEL","21",NA,"749","47.4"
"315","240006000125","Severna Park Elementary","public","public","ES","ANNE ARUNDEL","21",NA,"429","25.7"
"316","240006000126","Severna Park Middle","public","public","MS","ANNE ARUNDEL","21",NA,"1469","88.2"
"317","240006000127","Severna Park High","public","public","HS","ANNE ARUNDEL","21",NA,"1865","98.77"
"318","240006000128","Shady Side Elementary","public","public","ES","ANNE ARUNDEL","31",NA,"449","30.6"
"319","240006000129","Solley Elementary","public","public","ES","ANNE ARUNDEL","21",NA,"800","47.3"
"320","240006000130","South Shore Elementary","public","public","ES","ANNE ARUNDEL","21",NA,"335","23.9"
"321","240006000131","Southern Middle","public","public","MS","ANNE ARUNDEL","41",NA,"757","51.84"
"322","240006000132","Southern High","public","public","HS","ANNE ARUNDEL","41",NA,"997","61.97"
"323","240006000133","Southgate Elementary","public","public","ES","ANNE ARUNDEL","21",NA,"806","44.2"
"324","240006000134","Sunset Elementary","public","public","ES","ANNE ARUNDEL","21",NA,"507","30.7"
"325","240006000135","Traceys Elementary","public","public","ES","ANNE ARUNDEL","41",NA,"435","26.4"
"326","240006000136","Tyler Heights Elementary","public","public","ES","ANNE ARUNDEL","21",NA,"453","41"
"327","240006000137","Van Bokkelen Elementary","public","public","ES","ANNE ARUNDEL","21",NA,"494","37.4"
"328","240006000138","Waugh Chapel Elementary","public","public","ES","ANNE ARUNDEL","21",NA,"618","38.8"
"329","240006000139","West Annapolis Elementary","public","public","ES","ANNE ARUNDEL","21",NA,"236","18.6"
"330","240006000140","West Meade Early Education Center","public","public","ES","ANNE ARUNDEL","21",NA,"271","19"
"331","240006000142","Woodside Elementary","public","public","ES","ANNE ARUNDEL","21",NA,"351","54.7"
"332","240006000823","Meade Middle","public","public","MS","ANNE ARUNDEL","21",NA,"716","55.76"
"333","240006000899","Anne Arundel Evening High","public","public","HS","ANNE ARUNDEL","21",NA,"278","<U+0096>"
"334","240006000905","Center of Applied Technology-North","public","public","UG","ANNE ARUNDEL","21",NA,"0","27"
"335","240006000906","Center of Applied Technology-South","public","public","UG","ANNE ARUNDEL","21",NA,"0","21"
"336","240006001401","Chesapeake Science Point","public","charter","MS/HS","ANNE ARUNDEL","21",NA,"463","29"
"337","240006001402","Broadneck High","public","public","HS","ANNE ARUNDEL","21",NA,"2153","116.26"
"338","240006001403","Crofton Middle","public","public","MS","ANNE ARUNDEL","21",NA,"1279","74.34"
"339","240006001421","Shipley's Choice Elementary","public","public","ES","ANNE ARUNDEL","21",NA,"384","21.5"
"340","240006001425","Ruth Parker Eason School","public","public","All Grades","ANNE ARUNDEL","21",NA,"133","23.1"
"341","240006001515","Freetown Elementary","public","public","ES","ANNE ARUNDEL","21",NA,"497","33.4"
"342","240006001516","Windsor Farm Elementary","public","public","ES","ANNE ARUNDEL","21",NA,"564","32.2"
"343","240006001517","Crofton Meadows Elementary","public","public","ES","ANNE ARUNDEL","21",NA,"536","31.7"
"344","240006001645","Seven Oaks Elementary","public","public","ES","ANNE ARUNDEL","21",NA,"612","38.8"
"345","240006001658","Nantucket Elementary","public","public","ES","ANNE ARUNDEL","21",NA,"783","45.6"
"346","240006001687","Monarch Academy","public","charter","ES/MS","ANNE ARUNDEL","21",NA,"678","46.6"
"347","240006001714","Phoenix Academy","public","public","All Grades","ANNE ARUNDEL","21",NA,"345","31.4"
"348","240006001724","Monarch Global Academy PCS Laurel Campus","public","public","ES/MS","ANNE ARUNDEL","21",NA,"826","56.4"
"349","240006001728","Studio 39","public","public","UG","ANNE ARUNDEL","21",NA,"0","1.38"
"350","240006001729","Mary Moss at Adams Academy","public","public","MS/HS","ANNE ARUNDEL","21",NA,"36","26.6"
"351","240006001744","Monarch Academy Annapolis ES","public","public","ES","ANNE ARUNDEL","21",NA,"656","44.8"
"352","240006001746","Carrie Weedon Early Education Center","public","public","All Grades","ANNE ARUNDEL","31",NA,"58","5.3"
"353","240006002944","Piney Orchard Elementary","public","public","ES","ANNE ARUNDEL","21",NA,"624","35.3"
"354","240006090441","North County High","public","public","HS","ANNE ARUNDEL","21",NA,"2289","131.9"
"355","240009000143","Abbottston Elementary","public","public","ES","BALTIMORE CITY","11",NA,"325","25.5"
"356","240009000145","Alexander Hamilton Elementary","public","public","ES","BALTIMORE CITY","11",NA,"178","15"
"357","240009000146","Arlington Elementary","public","public","ES","BALTIMORE CITY","11",NA,"547","32"
"358","240009000147","Armistead Gardens Elementary/Middle","public","public","ES/MS","BALTIMORE CITY","11",NA,"790","46"
"359","240009000148","Arundel Elementary","public","public","ES","BALTIMORE CITY","11",NA,"483","31"
"360","240009000149","Dr. Nathan A. Pitts-Ashburton Elementary/Middle","public","public","ES/MS","BALTIMORE CITY","11",NA,"372","26.2"
"361","240009000150","Baltimore City College","public","public","HS","BALTIMORE CITY","11",NA,"1363","66.5"
"362","240009000151","Baltimore Polytechnic Institute","public","public","HS","BALTIMORE CITY","11",NA,"1593","79.01"
"363","240009000152","Barclay Elementary/Middle","public","public","ES/MS","BALTIMORE CITY","11",NA,"479","28.5"
"364","240009000153","Charles Carroll Barrister Elementary","public","public","ES","BALTIMORE CITY","11",NA,"338","24"
"365","240009000154","Bay-Brook Elementary/Middle","public","public","ES/MS","BALTIMORE CITY","11",NA,"394","28"
"366","240009000155","Beechfield Elementary/Middle","public","public","ES/MS","BALTIMORE CITY","11",NA,"593","32.5"
"367","240009000156","Belmont Elementary","public","public","ES","BALTIMORE CITY","11",NA,"266","17"
"368","240009000157","Benjamin Franklin High School at Masonville Cove","public","public","HS","BALTIMORE CITY","11",NA,"532","33"
"369","240009000158","Mary Ann Winterling Elementary at Bentalou","public","public","ES","BALTIMORE CITY","11",NA,"245","17"
"370","240009000160","Booker T. Washington Middle","public","public","MS","BALTIMORE CITY","11",NA,"237","18"
"371","240009000161","The Belair-Edison School","public","charter","ES","BALTIMORE CITY","11",NA,"701","37"
"372","240009000163","Callaway Elementary","public","public","ES","BALTIMORE CITY","11",NA,"315","21.5"
"373","240009000164","Calverton Elementary/Middle","public","public","ES/MS","BALTIMORE CITY","11",NA,"439","34"
"374","240009000168","Carver Vocational-Technical High","public","public","HS","BALTIMORE CITY","11",NA,"876","54"
"375","240009000169","Cecil Elementary","public","public","ES","BALTIMORE CITY","11",NA,"345","21"
"376","240009000171","The Historic Cherry Hill Elementary/Middle","public","public","ES/MS","BALTIMORE CITY","11",NA,"666","35.66"
"377","240009000175","City Springs Elementary/Middle","public","charter","ES/MS","BALTIMORE CITY","11",NA,"704","36.8"
"378","240009000176","Claremont School","public","public","HS","BALTIMORE CITY","11",NA,"58","14"
"379","240009000179","Collington Square Elementary/Middle","public","public","ES/MS","BALTIMORE CITY","11",NA,"342","17.5"
"380","240009000180","Commodore John Rogers Elementary/Middle","public","public","ES/MS","BALTIMORE CITY","11",NA,"888","51"
"381","240009000182","Cross Country Elementary/Middle","public","public","ES/MS","BALTIMORE CITY","11",NA,"704","42.5"
"382","240009000183","Curtis Bay Elementary/Middle","public","public","ES/MS","BALTIMORE CITY","11",NA,"573","36"
"383","240009000184","Dallas F. Nicholas Sr. Elementary","public","public","ES","BALTIMORE CITY","11",NA,"241","18.5"
"384","240009000186","Dickey Hill Elementary/Middle","public","public","ES/MS","BALTIMORE CITY","11",NA,"397","23.5"
"385","240009000187","Dr. Bernard Harris Sr. Elementary","public","public","ES","BALTIMORE CITY","11",NA,"316","17.5"
"386","240009000188","Dr. Martin Luther King Jr. Elementary/Middle","public","public","ES/MS","BALTIMORE CITY","11",NA,"290","20.5"
"387","240009000192","Edgecombe Circle Elementary","public","public","ES","BALTIMORE CITY","11",NA,"209","16"
"388","240009000193","Edgewood Elementary","public","public","ES","BALTIMORE CITY","11",NA,"187","17"
"389","240009000194","Edmondson-Westside High","public","public","HS","BALTIMORE CITY","11",NA,"881","60"
"390","240009000196","Eutaw-Marshburn Elementary","public","public","ES","BALTIMORE CITY","11",NA,"259","17.5"
"391","240009000199","Fallstaff Elementary/Middle","public","public","ES/MS","BALTIMORE CITY","11",NA,"467","31.5"
"392","240009000201","Federal Hill Preparatory Academy","public","public","ES","BALTIMORE CITY","11",NA,"323","22.5"
"393","240009000203","Forest Park High","public","public","HS","BALTIMORE CITY","11",NA,"597","33"
"394","240009000204","Fort Worthington Elementary/Middle","public","public","ES/MS","BALTIMORE CITY","11",NA,"742","38.5"
"395","240009000205","Francis Scott Key Elementary/Middle","public","public","ES/MS","BALTIMORE CITY","11",NA,"511","28"
"396","240009000208","Franklin Square Elementary/Middle","public","public","ES/MS","BALTIMORE CITY","11",NA,"469","27"
"397","240009000209","Frederick Douglass High","public","public","HS","BALTIMORE CITY","11",NA,"850","45"
"398","240009000210","Furley Elementary","public","public","ES","BALTIMORE CITY","11",NA,"429","25.5"
"399","240009000211","Furman Templeton Preparatory Academy","public","charter","ES","BALTIMORE CITY","11",NA,"463","26"
"400","240009000212","Gardenville Elementary","public","public","ES","BALTIMORE CITY","11",NA,"295","18"
"401","240009000213","Garrett Heights Elementary/Middle","public","public","ES/MS","BALTIMORE CITY","11",NA,"326","19.5"
"402","240009000215","Wolfe Street Academy","public","charter","ES","BALTIMORE CITY","11",NA,"243","17"
"403","240009000219","George W. F. McMechen High","public","public","HS","BALTIMORE CITY","11",NA,"46","15"
"404","240009000220","George Washington Elementary","public","public","ES","BALTIMORE CITY","11",NA,"222","14.5"
"405","240009000222","Glenmount Elementary/Middle","public","public","ES/MS","BALTIMORE CITY","11",NA,"706","40.5"
"406","240009000223","Govans Elementary","public","charter","ES","BALTIMORE CITY","11",NA,"409","25.5"
"407","240009000224","Graceland Park/O'Donnel Heights Elementary/Middle","public","public","ES/MS","BALTIMORE CITY","11",NA,"477","32.5"
"408","240009000229","Gwynns Falls Elementary","public","public","ES","BALTIMORE CITY","11",NA,"319","21.75"
"409","240009000231","Hamilton Elementary/Middle","public","public","ES/MS","BALTIMORE CITY","11",NA,"865","41"
"410","240009000233","Hampden Elementary/Middle","public","public","ES/MS","BALTIMORE CITY","11",NA,"451","25"
"411","240009000234","Hampstead Hill Academy","public","charter","ES/MS","BALTIMORE CITY","11",NA,"818","44"
"412","240009000236","Achievement Academy at Harbor City High","public","public","HS","BALTIMORE CITY","11",NA,"411","23"
"413","240009000239","Harlem Park Elementary/Middle","public","public","ES/MS","BALTIMORE CITY","11",NA,"306","20.5"
"414","240009000241","Hazelwood Elementary/Middle","public","public","ES/MS","BALTIMORE CITY","11",NA,"466","30"
"415","240009000243","Highlandtown Elementary/Middle #215","public","public","ES/MS","BALTIMORE CITY","11",NA,"426","28.5"
"416","240009000244","Highlandtown Elementary/Middle #237","public","public","ES/MS","BALTIMORE CITY","11",NA,"776","46.5"
"417","240009000246","Hilton Elementary","public","public","ES","BALTIMORE CITY","11",NA,"356","20.5"
